gsurl,class
gs://tamucc_coastline/esi_images/IMG_5346_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_3117_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3354_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5444_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6273_SecQN_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7687_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_7688_SecEFG_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_7944_SecAB_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_4525_SABay_2013.JPG,10C
gs://tamucc_coastline/esi_images/IMG_4936_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7595_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3436_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3395_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6255_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9653_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7831_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_8327_SecAB_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_4159_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_5321_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6328_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_6212_SecOPQ_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_2994_SecABD_Sum12_Pt1.jpg,3B
gs://tamucc_coastline/esi_images/IMG_4574_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_7774_SecQN_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_0874_SecABD_Sum12_Pt1.jpg,7
gs://tamucc_coastline/esi_images/IMG_8684_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7751_SecQN_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_9202_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9670_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8146_SecG_Spr12.jpg,6B
gs://tamucc_coastline/esi_images/IMG_0895_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_0480_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_4952_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_4303_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_5239_SecJMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_2369_SecHKL_Sum12_Pt2.jpg,1
gs://tamucc_coastline/esi_images/IMG_5523_SecI_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_8933_SecQN_Sum12_Pt3.jpg,5
gs://tamucc_coastline/esi_images/IMG_7624_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_6908_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3623_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_0043_SecEFG_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_6727_SecMO_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_0687_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_2983_SecABD_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_1204_SecOP_Sum12_Pt3.jpg,1
gs://tamucc_coastline/esi_images/IMG_9640_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3607_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0535_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9940_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0047_SecBC_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4987_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_5552_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6186_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5926_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6635_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7550_SecAB_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1261_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9290_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6367_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_4882_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6623_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_7434_SecQN_Sum12_Pt3.jpg,10C
gs://tamucc_coastline/esi_images/IMG_1820_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_0478_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7632_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9153_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3336_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5789_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1503_SecEGH_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_5433_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7958_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_5539_SecI_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_0213_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_2557_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_6270_SecQN_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7849_SecQN_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_0298_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_4038_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3779_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3343_SecEGH_Sum12_Pt2.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1037_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_5753_SecC_Sum12_Pt1.jpg,1
gs://tamucc_coastline/esi_images/IMG_3080_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0597_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5814_SecOPQ_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_8603_SecMO_Sum12_Pt3.jpg,5
gs://tamucc_coastline/esi_images/IMG_2846_SecABD_Sum12_Pt1.jpg,3A
gs://tamucc_coastline/esi_images/IMG_3961_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6885_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2155_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7109_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8501_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4241_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_4149_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_6049_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_4884_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8393_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5947_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_8130_SecMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_9239_SecEFG_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_7866_SecAB_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_3101_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7951_SecMO_Sum12_Pt3.jpg,1
gs://tamucc_coastline/esi_images/IMG_6235_SecEFG_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_7604_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5925_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4009_SecDE_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_2016_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_7549_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1507_SecBC_Spr12.jpg,6A
gs://tamucc_coastline/esi_images/IMG_2896_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_6626_SecMO_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_6239_SecOPQ_Sum12_Pt3.jpg,10B
gs://tamucc_coastline/esi_images/IMG_3657_SecABD_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_8121_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8029_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1205_SecABD_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_7420_SecI_Sum12_Pt2.jpg,3A
gs://tamucc_coastline/esi_images/IMG_0273_SecBC_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8624_SecQN_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_3946_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_2323_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_4447_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_5395_SecI_Sum12_Pt2.jpg,8B
gs://tamucc_coastline/esi_images/IMG_0269_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8123_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0935_SecABD_Sum12_Pt1.jpg,8B
gs://tamucc_coastline/esi_images/IMG_0264_SecBC_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4317_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_3569_SecABD_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_3736_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1893_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2327_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_9718_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9274_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9264_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3746_SecDE_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_9499_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0716_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0162_SecHKL_Sum12_Pt2.jpg,10B
gs://tamucc_coastline/esi_images/IMG_6108_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9995_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8370_SecMO_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_8428_SecG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7795_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8343_SecG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_5033_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1877_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_4229_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_0005_SecBC_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_8359_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9420_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5985_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4159_SecC_Sum12_Pt1.jpg,1
gs://tamucc_coastline/esi_images/IMG_5885_SecJMO_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_5164_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_7194_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3052_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4646_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_2840_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7606_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6671_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4086_SABay_2013.JPG,6B
gs://tamucc_coastline/esi_images/IMG_4952_SABay_2013.JPG,10C
gs://tamucc_coastline/esi_images/IMG_2135_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4421_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_6824_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2377_SecDE_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6301_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_2666_SecABD_Sum12_Pt1.jpg,3A
gs://tamucc_coastline/esi_images/IMG_7279_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5256_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0184_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5463_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3525_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4979_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9665_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3559_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5223_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_2592_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_3799_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_7737_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_3753_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_2823_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_5395_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7877_SecQN_Sum12_Pt3.jpg,1
gs://tamucc_coastline/esi_images/IMG_4804_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8449_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7296_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3059_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_8082_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2815_SecDE_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_3335_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3399_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9967_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0633_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3183_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9482_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4440_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7597_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1726_SecBC_Spr12.jpg,6A
gs://tamucc_coastline/esi_images/IMG_3262_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0649_SecOP_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1968_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6570_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8540_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9536_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4338_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7220_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9158_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4450_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_4278_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_7136_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0561_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_0179_SecMO_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6305_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0367_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9259_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9880_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9922_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_0852_SecEFG_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_4584_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_2967_SecDE_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3386_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7978_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9331_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_6005_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9373_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6762_SecI_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_5396_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6417_SecEFG_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_9061_SecEFG_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7366_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8591_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3938_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_8747_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1659_SecEGH_Sum12_Pt2.jpg,5
gs://tamucc_coastline/esi_images/IMG_8420_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6782_SecMO_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_9337_SecEFG_Sum12_Pt1.jpg,1
gs://tamucc_coastline/esi_images/IMG_0853_SecOP_Sum12_Pt3.jpg,10B
gs://tamucc_coastline/esi_images/IMG_8493_SecAB_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_4715_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8152_SecAB_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_8518_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_7100_SecQN_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_9054_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_4010_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0304_SecMO_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_2297_SecHKL_Sum12_Pt2.jpg,8B
gs://tamucc_coastline/esi_images/IMG_8660_SecQN_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_8998_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4585_SecEGH_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_1751_SecBC_Spr12.jpg,6A
gs://tamucc_coastline/esi_images/IMG_1947_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0026_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6262_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5990_SecJMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_8970_SecQN_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1373_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8215_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1736_SecOP_Sum12_Pt3.jpg,10B
gs://tamucc_coastline/esi_images/IMG_2118_SecHKL_Sum12_Pt2.jpg,1
gs://tamucc_coastline/esi_images/IMG_2686_SecABD_Sum12_Pt1.jpg,3A
gs://tamucc_coastline/esi_images/IMG_0758_SecBC_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8394_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8302_SecAB_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5853_SecOPQ_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_3294_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8569_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1434_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5301_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2364_SecOP_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_2251_SecDE_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5115_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3839_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0432_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_2891_SecABD_Sum12_Pt1.jpg,3A
gs://tamucc_coastline/esi_images/IMG_1131_SecABD_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_4925_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3852_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_8475_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1224_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_8170_SecAB_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4901_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_8760_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_2690_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9881_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6317_SecEFG_Sum12_Pt1.jpg,7
gs://tamucc_coastline/esi_images/IMG_9567_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_6903_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1437_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0293_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_6156_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_3450_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9100_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_7755_SecI_Sum12_Pt2.jpg,3A
gs://tamucc_coastline/esi_images/IMG_2513_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3015_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4694_SABay_2013.JPG,10B
gs://tamucc_coastline/esi_images/IMG_5264_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1837_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3859_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3327_SecEGH_Sum12_Pt2.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1961_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7467_SecI_Sum12_Pt2.jpg,3A
gs://tamucc_coastline/esi_images/IMG_4595_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3911_SecOPQ_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_6323_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6268_SecJMO_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_5888_SecFG2_Spr12.jpg,8C
